16:09:55.073
NaN,1.46432,0,0
NaN,0.60346,5.051046,7.175168
NaN,0.390676,3.465748,1.025024
NaN,1.025024,0,0
NaN,0.60346,5.051046,7.175168
NaN,0.390676,3.465748,1.025024
NaN,0.146432,0,0
NaN,0.60346,5.051046,7.175168
NaN,0.463892,3.538964,1.025024
NaN,0.805376,0,0
NaN,0.60346,5.051046,7.175168
NaN,0.463892,3.538964,1.025024
NaN,0.805376,0,0
NaN,0.60346,5.051046,7.175168
NaN,0.463892,3.538964,1.025024
NaN,1.537536,0,0
NaN,0.60346,5.051046,7.175168
NaN,0.463892,3.61218,1.025024
NaN,1.537536,0,0
NaN,0.60346,5.051046,7.175168
NaN,0.463892,3.538964,1.025024
NaN,1.244672,0,0
NaN,0.60346,5.051046,0
NaN,0.463892,3.538964,1.025024
NaN,1.683968,0,0
NaN,0.60346,5.051046,0
NaN,0.463892,3.61218,1.025024
NaN,1.244672,0,0
NaN,0.60346,5.051046,0
NaN,0.390676,3.538964,1.025024
NaN,0,0,0
NaN,0.60346,5.051046,0
NaN,0.463892,3.538964,1.025024
NaN,-1.318174,0,0
NaN,0.60346,5.051046,0
NaN,0.463892,3.538964,1.025024
NaN,-0.512798,0,0
NaN,0.60346,5.051046,0
NaN,0.537108,3.61218,1.025024
NaN,0.073216,0,0
NaN,0.60346,5.051046,0
NaN,0.463892,3.61218,1.025024
NaN,0.658944,0,0
NaN,0.60346,5.051046,0
NaN,0.463892,3.61218,1.025024
NaN,1.46432,0,0
NaN,0.60346,5.051046,0
NaN,0.537108,3.61218,1.025024
NaN,1.025024,0,0
NaN,0.60346,5.051046,0
NaN,0.463892,3.538964,1.025024
NaN,1.317888,0,0
NaN,0.60346,5.051046,0
NaN,0.463892,3.61218,1.025024
NaN,1.610752,0,0
NaN,0.60346,5.051046,0
NaN,0.537108,3.61218,1.025024
NaN,2.19648,0,0
NaN,0.60346,5.051046,0
NaN,0.463892,3.538964,1.025024
NaN,1.8304,0,0
NaN,0.60346,5.051046,0
NaN,0.463892,3.538964,1.025024
NaN,0.36608,0,0
NaN,0.60346,5.051046,0
NaN,0.463892,3.538964,1.025024
NaN,0.73216,0,0
NaN,0.60346,5.051046,0
NaN,0.463892,3.61218,1.025024
NaN,0.585728,0,0
NaN,0.60346,5.051046,0
